Validation_Set,Topics,Power_iters,Decay,Coherence
100% Corpus,3,0,0.6,0.3167311706018489
100% Corpus,3,0,0.7,0.2738938454114339
100% Corpus,3,0,0.8,0.28905398224585777
100% Corpus,3,0,0.9,0.2833301675980154
100% Corpus,3,0,1.0,0.2735311290187501
100% Corpus,3,1,0.0,0.3831054677241821
100% Corpus,3,1,0.1,0.2984398498691246
100% Corpus,3,1,0.2,0.2984398498691246
100% Corpus,3,1,0.3,0.30501308208286076
100% Corpus,3,1,0.4,0.30501308208286076
100% Corpus,3,1,0.5,0.30715862925407095
100% Corpus,3,1,0.6,0.3167311706018489
100% Corpus,3,1,0.7,0.2738938454114339
100% Corpus,3,1,0.8,0.28905398224585777
100% Corpus,3,1,0.9,0.2833301675980154
100% Corpus,3,1,1.0,0.2735311290187501
100% Corpus,3,4,0.0,0.32918116069676223
100% Corpus,3,4,0.1,0.2984398498691246
100% Corpus,3,4,0.2,0.2984398498691246
100% Corpus,3,4,0.3,0.30501308208286076
100% Corpus,3,4,0.4,0.30501308208286076
100% Corpus,3,4,0.5,0.30715862925407095
100% Corpus,3,4,0.6,0.3167311706018489
100% Corpus,3,4,0.7,0.2738938454114339
100% Corpus,3,4,0.8,0.28905398224585777
100% Corpus,3,4,0.9,0.2833301675980154
100% Corpus,3,4,1.0,0.2735311290187501
100% Corpus,3,6,0.0,0.32918116069676223
100% Corpus,3,6,0.1,0.2984398498691246
100% Corpus,3,6,0.2,0.2984398498691246
100% Corpus,3,6,0.3,0.30501308208286076
100% Corpus,3,6,0.4,0.30501308208286076
100% Corpus,3,6,0.5,0.30715862925407095
100% Corpus,3,6,0.6,0.3167311706018489
100% Corpus,3,6,0.7,0.2738938454114339
100% Corpus,3,6,0.8,0.28905398224585777
100% Corpus,3,6,0.9,0.2833301675980154
100% Corpus,3,6,1.0,0.2735311290187501
100% Corpus,3,8,0.0,0.39474826531303747
100% Corpus,3,8,0.1,0.2984398498691246
100% Corpus,3,8,0.2,0.2984398498691246
100% Corpus,3,8,0.3,0.30501308208286076
100% Corpus,3,8,0.4,0.30501308208286076
100% Corpus,3,8,0.5,0.30715862925407095
100% Corpus,3,8,0.6,0.3167311706018489
100% Corpus,3,8,0.7,0.2738938454114339
100% Corpus,3,8,0.8,0.28905398224585777
100% Corpus,3,8,0.9,0.2833301675980154
100% Corpus,3,8,1.0,0.2735311290187501
100% Corpus,3,10,0.0,0.44405414961033207
100% Corpus,3,10,0.1,0.2984398498691246
100% Corpus,3,10,0.2,0.2984398498691246
100% Corpus,3,10,0.3,0.30501308208286076
100% Corpus,3,10,0.4,0.30501308208286076
100% Corpus,3,10,0.5,0.30715862925407095
100% Corpus,3,10,0.6,0.3167311706018489
100% Corpus,3,10,0.7,0.2738938454114339
100% Corpus,3,10,0.8,0.28905398224585777
100% Corpus,3,10,0.9,0.2833301675980154
100% Corpus,3,10,1.0,0.2735311290187501
100% Corpus,4,0,0.0,0.4165928249772401
100% Corpus,4,0,0.1,0.35800542974610206
100% Corpus,4,0,0.2,0.3597883273075384
100% Corpus,4,0,0.3,0.3601500089938652
100% Corpus,4,0,0.4,0.3576046370644285
100% Corpus,4,0,0.5,0.3605951355204084
100% Corpus,4,0,0.6,0.322957680231825
100% Corpus,4,0,0.7,0.2657269850778487
100% Corpus,4,0,0.8,0.29003809753342213
100% Corpus,4,0,0.9,0.31412914101572453
100% Corpus,4,0,1.0,0.32606535352971683
100% Corpus,4,1,0.0,0.36140165689408155
100% Corpus,4,1,0.1,0.35800542974610206
100% Corpus,4,1,0.2,0.3597883273075384
100% Corpus,4,1,0.3,0.3601500089938652
100% Corpus,4,1,0.4,0.3576046370644285
100% Corpus,4,1,0.5,0.3605951355204084
100% Corpus,4,1,0.6,0.322957680231825
100% Corpus,4,1,0.7,0.2657269850778487
100% Corpus,4,1,0.8,0.29003809753342213
100% Corpus,4,1,0.9,0.31412914101572453
100% Corpus,4,1,1.0,0.32606535352971683
100% Corpus,4,4,0.0,0.36140165689408155
100% Corpus,4,4,0.1,0.35800542974610206
100% Corpus,4,4,0.2,0.3597883273075384
100% Corpus,4,4,0.3,0.3601500089938652
100% Corpus,4,4,0.4,0.3576046370644285
100% Corpus,4,4,0.5,0.3605951355204084
100% Corpus,4,4,0.6,0.322957680231825
100% Corpus,4,4,0.7,0.2657269850778487
100% Corpus,4,4,0.8,0.29003809753342213
100% Corpus,4,4,0.9,0.31412914101572453
100% Corpus,4,4,1.0,0.32606535352971683
100% Corpus,4,6,0.0,0.4084685392581227
100% Corpus,4,6,0.1,0.35800542974610206
100% Corpus,4,6,0.2,0.3597883273075384
100% Corpus,4,6,0.3,0.3601500089938652
100% Corpus,4,6,0.4,0.3576046370644285
100% Corpus,4,6,0.5,0.3605951355204084
100% Corpus,4,6,0.6,0.322957680231825
100% Corpus,4,6,0.7,0.2657269850778487
100% Corpus,4,6,0.8,0.29003809753342213
100% Corpus,4,6,0.9,0.31412914101572453
100% Corpus,4,6,1.0,0.32606535352971683
100% Corpus,4,8,0.0,0.3534371872721267
100% Corpus,4,8,0.1,0.35800542974610206
100% Corpus,4,8,0.2,0.3597883273075384
100% Corpus,4,8,0.3,0.3601500089938652
100% Corpus,4,8,0.4,0.3576046370644285
100% Corpus,4,8,0.5,0.3605951355204084
100% Corpus,4,8,0.6,0.322957680231825
100% Corpus,4,8,0.7,0.2657269850778487
100% Corpus,4,8,0.8,0.29003809753342213
100% Corpus,4,8,0.9,0.31412914101572453
100% Corpus,4,8,1.0,0.32606535352971683
100% Corpus,4,10,0.0,0.38594942383129827
100% Corpus,4,10,0.1,0.35800542974610206
100% Corpus,4,10,0.2,0.3597883273075384
100% Corpus,4,10,0.3,0.3601500089938652
100% Corpus,4,10,0.4,0.3576046370644285
100% Corpus,4,10,0.5,0.3605951355204084
100% Corpus,4,10,0.6,0.322957680231825
100% Corpus,4,10,0.7,0.2657269850778487
100% Corpus,4,10,0.8,0.29003809753342213
100% Corpus,4,10,0.9,0.31412914101572453
100% Corpus,4,10,1.0,0.32606535352971683
100% Corpus,5,0,0.0,0.3896433178141668
100% Corpus,5,0,0.1,0.350361130589048
100% Corpus,5,0,0.2,0.35178744863819705
100% Corpus,5,0,0.3,0.34732732646761505
100% Corpus,5,0,0.4,0.32885617835622993
100% Corpus,5,0,0.5,0.31343986586303635
100% Corpus,5,0,0.6,0.32229394389646027
100% Corpus,5,0,0.7,0.26877742181685765
100% Corpus,5,0,0.8,0.29830461753034554
100% Corpus,5,0,0.9,0.2940713423618537
100% Corpus,5,0,1.0,0.3074595764516065
100% Corpus,5,1,0.0,0.3467065366098677
100% Corpus,5,1,0.1,0.350361130589048
100% Corpus,5,1,0.2,0.35178744863819705
100% Corpus,5,1,0.3,0.34732732646761505
100% Corpus,5,1,0.4,0.32885617835622993
100% Corpus,5,1,0.5,0.31343986586303635
100% Corpus,5,1,0.6,0.32229394389646027
100% Corpus,5,1,0.7,0.26877742181685765
100% Corpus,5,1,0.8,0.29830461753034554
100% Corpus,5,1,0.9,0.2940713423618537
100% Corpus,5,1,1.0,0.3074595764516065
100% Corpus,5,4,0.0,0.3467065366098677
100% Corpus,5,4,0.1,0.350361130589048
100% Corpus,5,4,0.2,0.35178744863819705
100% Corpus,5,4,0.3,0.34732732646761505
100% Corpus,5,4,0.4,0.32885617835622993
100% Corpus,5,4,0.5,0.31343986586303635
100% Corpus,5,4,0.6,0.32229394389646027
100% Corpus,5,4,0.7,0.26877742181685765
100% Corpus,5,4,0.8,0.29830461753034554
100% Corpus,5,4,0.9,0.2940713423618537
100% Corpus,5,4,1.0,0.3074595764516065
100% Corpus,5,6,0.0,0.3467065366098677
100% Corpus,5,6,0.1,0.350361130589048
100% Corpus,5,6,0.2,0.35178744863819705
100% Corpus,5,6,0.3,0.34732732646761505
100% Corpus,5,6,0.4,0.32885617835622993
100% Corpus,5,6,0.5,0.31343986586303635
100% Corpus,5,6,0.6,0.32229394389646027
100% Corpus,5,6,0.7,0.26877742181685765
100% Corpus,5,6,0.8,0.29830461753034554
100% Corpus,5,6,0.9,0.2940713423618537
100% Corpus,5,6,1.0,0.3074595764516065
100% Corpus,5,8,0.0,0.382748786280351
100% Corpus,5,8,0.1,0.350361130589048
100% Corpus,5,8,0.2,0.35178744863819705
100% Corpus,5,8,0.3,0.34732732646761505
100% Corpus,5,8,0.4,0.32885617835622993
100% Corpus,5,8,0.5,0.31343986586303635
100% Corpus,5,8,0.6,0.32229394389646027
100% Corpus,5,8,0.7,0.26877742181685765
100% Corpus,5,8,0.8,0.29830461753034554
100% Corpus,5,8,0.9,0.2940713423618537
100% Corpus,5,8,1.0,0.3074595764516065
100% Corpus,5,10,0.0,0.3467065366098677
100% Corpus,5,10,0.1,0.350361130589048
100% Corpus,5,10,0.2,0.35178744863819705
100% Corpus,5,10,0.3,0.34732732646761505
100% Corpus,5,10,0.4,0.32885617835622993
100% Corpus,5,10,0.5,0.31343986586303635
100% Corpus,5,10,0.6,0.32229394389646027
100% Corpus,5,10,0.7,0.26877742181685765
100% Corpus,5,10,0.8,0.29830461753034554
100% Corpus,5,10,0.9,0.2940713423618537
100% Corpus,5,10,1.0,0.3074595764516065
100% Corpus,6,0,0.0,0.40725773727721754
100% Corpus,6,0,0.1,0.4120862896664253
100% Corpus,6,0,0.2,0.4093169984410134
100% Corpus,6,0,0.3,0.4095581195652312
100% Corpus,6,0,0.4,0.39316185340540105
100% Corpus,6,0,0.5,0.38230262716770236
100% Corpus,6,0,0.6,0.37810443770161645
100% Corpus,6,0,0.7,0.2777572647031425
100% Corpus,6,0,0.8,0.29839492128446504
100% Corpus,6,0,0.9,0.2875301856092374
100% Corpus,6,0,1.0,0.29933750823832805
100% Corpus,6,1,0.0,0.4278563532646216
100% Corpus,6,1,0.1,0.4120862896664253
100% Corpus,6,1,0.2,0.4093169984410134
100% Corpus,6,1,0.3,0.4095581195652312
100% Corpus,6,1,0.4,0.39316185340540105
100% Corpus,6,1,0.5,0.38230262716770236
100% Corpus,6,1,0.6,0.37810443770161645
100% Corpus,6,1,0.7,0.2777572647031425
100% Corpus,6,1,0.8,0.29839492128446504
100% Corpus,6,1,0.9,0.2875301856092374
100% Corpus,6,1,1.0,0.29933750823832805
100% Corpus,6,4,0.0,0.37382040916228165
100% Corpus,6,4,0.1,0.4120862896664253
100% Corpus,6,4,0.2,0.4093169984410134
100% Corpus,6,4,0.3,0.4095581195652312
100% Corpus,6,4,0.4,0.39316185340540105
100% Corpus,6,4,0.5,0.38230262716770236
100% Corpus,6,4,0.6,0.378149571722783
100% Corpus,6,4,0.7,0.2777572647031425
100% Corpus,6,4,0.8,0.29839492128446504
100% Corpus,6,4,0.9,0.2875301856092374
100% Corpus,6,4,1.0,0.29933750823832805
100% Corpus,6,6,0.0,0.4016509444137091
100% Corpus,6,6,0.1,0.4120862896664253
100% Corpus,6,6,0.2,0.4093169984410134
100% Corpus,6,6,0.3,0.4095581195652312
100% Corpus,6,6,0.4,0.39316185340540105
100% Corpus,6,6,0.5,0.38230262716770236
100% Corpus,6,6,0.6,0.37810443770161645
100% Corpus,6,6,0.7,0.2777572647031425
100% Corpus,6,6,0.8,0.29839492128446504
100% Corpus,6,6,0.9,0.2875301856092374
100% Corpus,6,6,1.0,0.29933750823832805
100% Corpus,6,8,0.0,0.4179065862096274
100% Corpus,6,8,0.1,0.4120862896664253
100% Corpus,6,8,0.2,0.4093169984410134
100% Corpus,6,8,0.3,0.4095581195652312
100% Corpus,6,8,0.4,0.39316185340540105
100% Corpus,6,8,0.5,0.38230262716770236
100% Corpus,6,8,0.6,0.378149571722783
100% Corpus,6,8,0.7,0.2777572647031425
100% Corpus,6,8,0.8,0.29839492128446504
100% Corpus,6,8,0.9,0.2875301856092374
100% Corpus,6,8,1.0,0.29933750823832805
100% Corpus,6,10,0.0,0.4090407946837751
100% Corpus,6,10,0.1,0.4120862896664253
100% Corpus,6,10,0.2,0.4093169984410134
100% Corpus,6,10,0.3,0.4095581195652312
100% Corpus,6,10,0.4,0.39316185340540105
100% Corpus,6,10,0.5,0.38230262716770236
100% Corpus,6,10,0.6,0.378149571722783
100% Corpus,6,10,0.7,0.2777572647031425
100% Corpus,6,10,0.8,0.29839492128446504
100% Corpus,6,10,0.9,0.2875301856092374
100% Corpus,6,10,1.0,0.29933750823832805
100% Corpus,7,0,0.0,0.34433547682774185
100% Corpus,7,0,0.1,0.4017506974104135
100% Corpus,7,0,0.2,0.3993770192172033
100% Corpus,7,0,0.3,0.3929787730700577
100% Corpus,7,0,0.4,0.3926909551906469
100% Corpus,7,0,0.5,0.37448849339276
100% Corpus,7,0,0.6,0.3649927927853364
100% Corpus,7,0,0.7,0.2950393929239309
100% Corpus,7,0,0.8,0.29707755541648584
100% Corpus,7,0,0.9,0.2935867610111381
100% Corpus,7,0,1.0,0.3226684866122623
100% Corpus,7,1,0.0,0.41231512063712944
100% Corpus,7,1,0.1,0.4017506974104135
100% Corpus,7,1,0.2,0.3993770192172033
100% Corpus,7,1,0.3,0.3929787730700577
100% Corpus,7,1,0.4,0.3926909551906469
100% Corpus,7,1,0.5,0.37448849339276
100% Corpus,7,1,0.6,0.3649927927853364
100% Corpus,7,1,0.7,0.2950393929239309
100% Corpus,7,1,0.8,0.29707755541648584
100% Corpus,7,1,0.9,0.2935867610111381
100% Corpus,7,1,1.0,0.3226684866122623
100% Corpus,7,4,0.0,0.34433547682774185
100% Corpus,7,4,0.1,0.4017506974104135
100% Corpus,7,4,0.2,0.3993770192172033
100% Corpus,7,4,0.3,0.3929787730700577
100% Corpus,7,4,0.4,0.3926909551906469
100% Corpus,7,4,0.5,0.37448849339276
100% Corpus,7,4,0.6,0.3649927927853364
100% Corpus,7,4,0.7,0.2950393929239309
100% Corpus,7,4,0.8,0.29707755541648584
100% Corpus,7,4,0.9,0.2935867610111381
100% Corpus,7,4,1.0,0.3226684866122623
100% Corpus,7,6,0.0,0.39914027313957046
100% Corpus,7,6,0.1,0.4017506974104135
100% Corpus,7,6,0.2,0.3993770192172033
100% Corpus,7,6,0.3,0.3929787730700577
100% Corpus,7,6,0.4,0.3926909551906469
100% Corpus,7,6,0.5,0.37448849339276
100% Corpus,7,6,0.6,0.3649927927853364
100% Corpus,7,6,0.7,0.2950393929239309
100% Corpus,7,6,0.8,0.29707755541648584
100% Corpus,7,6,0.9,0.2935867610111381
100% Corpus,7,6,1.0,0.3226684866122623
100% Corpus,7,8,0.0,0.38737046225007693
100% Corpus,7,8,0.1,0.4017506974104135
100% Corpus,7,8,0.2,0.3993770192172033
100% Corpus,7,8,0.3,0.3929787730700577
100% Corpus,7,8,0.4,0.3926909551906469
100% Corpus,7,8,0.5,0.37448849339276
100% Corpus,7,8,0.6,0.3649927927853364
100% Corpus,7,8,0.7,0.2950393929239309
100% Corpus,7,8,0.8,0.29707755541648584
100% Corpus,7,8,0.9,0.2935867610111381
100% Corpus,7,8,1.0,0.3226684866122623
100% Corpus,7,10,0.0,0.4076824360421663
100% Corpus,7,10,0.1,0.4017506974104135
100% Corpus,7,10,0.2,0.3993770192172033
100% Corpus,7,10,0.3,0.3929787730700577
100% Corpus,7,10,0.4,0.3926909551906469
100% Corpus,7,10,0.5,0.37448849339276
100% Corpus,7,10,0.6,0.3649927927853364
100% Corpus,7,10,0.7,0.2950393929239309
100% Corpus,7,10,0.8,0.29707755541648584
100% Corpus,7,10,0.9,0.2935867610111381
100% Corpus,7,10,1.0,0.3226684866122623
100% Corpus,8,0,0.0,0.38888688905415647
100% Corpus,8,0,0.1,0.3909736890772214
100% Corpus,8,0,0.2,0.38395176006508397
100% Corpus,8,0,0.3,0.37200806711136636
100% Corpus,8,0,0.4,0.36969570371914084
100% Corpus,8,0,0.5,0.3668359947873171
100% Corpus,8,0,0.6,0.41507768433685477
100% Corpus,8,0,0.7,0.28768430915868837
100% Corpus,8,0,0.8,0.2860445362622135
100% Corpus,8,0,0.9,0.2918441803087699
100% Corpus,8,0,1.0,0.31034088443396757
100% Corpus,8,1,0.0,0.39432874667347106
100% Corpus,8,1,0.1,0.3909736890772214
100% Corpus,8,1,0.2,0.38395176006508397
100% Corpus,8,1,0.3,0.37200806711136636
100% Corpus,8,1,0.4,0.36969570371914084
100% Corpus,8,1,0.5,0.3668359947873171
100% Corpus,8,1,0.6,0.41507768433685477
100% Corpus,8,1,0.7,0.28768430915868837
100% Corpus,8,1,0.8,0.2860445362622135
100% Corpus,8,1,0.9,0.2918441803087699
100% Corpus,8,1,1.0,0.31034088443396757
100% Corpus,8,4,0.0,0.3407353710673837
100% Corpus,8,4,0.1,0.3909736890772214
100% Corpus,8,4,0.2,0.38395176006508397
100% Corpus,8,4,0.3,0.37200806711136636
100% Corpus,8,4,0.4,0.36969570371914084
100% Corpus,8,4,0.5,0.3668359947873171
100% Corpus,8,4,0.6,0.41503787953024707
100% Corpus,8,4,0.7,0.28768430915868837
100% Corpus,8,4,0.8,0.2860445362622135
100% Corpus,8,4,0.9,0.2918441803087699
100% Corpus,8,4,1.0,0.31034088443396757
100% Corpus,8,6,0.0,0.41551099622009197
100% Corpus,8,6,0.1,0.3909736890772214
100% Corpus,8,6,0.2,0.38395176006508397
100% Corpus,8,6,0.3,0.37200806711136636
100% Corpus,8,6,0.4,0.36969570371914084
100% Corpus,8,6,0.5,0.3668359947873171
100% Corpus,8,6,0.6,0.41507768433685477
100% Corpus,8,6,0.7,0.28768430915868837
100% Corpus,8,6,0.8,0.2860445362622135
100% Corpus,8,6,0.9,0.2918441803087699
100% Corpus,8,6,1.0,0.31034088443396757
100% Corpus,8,8,0.0,0.38868956784023373
100% Corpus,8,8,0.1,0.3909736890772214
100% Corpus,8,8,0.2,0.38395176006508397
100% Corpus,8,8,0.3,0.37200806711136636
100% Corpus,8,8,0.4,0.36969570371914084
100% Corpus,8,8,0.5,0.3668359947873171
100% Corpus,8,8,0.6,0.41507768433685477
100% Corpus,8,8,0.7,0.28768430915868837
100% Corpus,8,8,0.8,0.2860445362622135
100% Corpus,8,8,0.9,0.2918441803087699
100% Corpus,8,8,1.0,0.31034088443396757
100% Corpus,8,10,0.0,0.38868956784023373
100% Corpus,8,10,0.1,0.3909736890772214
100% Corpus,8,10,0.2,0.38395176006508397
100% Corpus,8,10,0.3,0.37200806711136636
100% Corpus,8,10,0.4,0.36969570371914084
100% Corpus,8,10,0.5,0.3668359947873171
100% Corpus,8,10,0.6,0.41507768433685477
100% Corpus,8,10,0.7,0.28768430915868837
100% Corpus,8,10,0.8,0.2860445362622135
100% Corpus,8,10,0.9,0.2918441803087699
100% Corpus,8,10,1.0,0.31034088443396757
100% Corpus,9,0,0.0,0.37894276033769997
100% Corpus,9,0,0.1,0.3711539420087425
100% Corpus,9,0,0.2,0.37589083712496374
100% Corpus,9,0,0.3,0.36750685013721374
100% Corpus,9,0,0.4,0.3733770470381182
100% Corpus,9,0,0.5,0.3575883116904052
100% Corpus,9,0,0.6,0.3810199307840518
100% Corpus,9,0,0.7,0.28218485700149987
100% Corpus,9,0,0.8,0.30528066202408105
100% Corpus,9,0,0.9,0.30671291385237115
100% Corpus,9,0,1.0,0.31907266457930783
100% Corpus,9,1,0.0,0.350075751864322
100% Corpus,9,1,0.1,0.3711539420087425
100% Corpus,9,1,0.2,0.37589083712496374
100% Corpus,9,1,0.3,0.36750685013721374
100% Corpus,9,1,0.4,0.3733770470381182
100% Corpus,9,1,0.5,0.3575883116904052
100% Corpus,9,1,0.6,0.38101993078405166
100% Corpus,9,1,0.7,0.28218485700149987
100% Corpus,9,1,0.8,0.30528066202408105
100% Corpus,9,1,0.9,0.30671291385237115
100% Corpus,9,1,1.0,0.31907266457930783
100% Corpus,9,4,0.0,0.31481101916775045
100% Corpus,9,4,0.1,0.3711539420087425
100% Corpus,9,4,0.2,0.37589083712496374
100% Corpus,9,4,0.3,0.36750685013721374
100% Corpus,9,4,0.4,0.3733770470381182
100% Corpus,9,4,0.5,0.3575883116904052
100% Corpus,9,4,0.6,0.38101993078405166
100% Corpus,9,4,0.7,0.28218485700149987
100% Corpus,9,4,0.8,0.30528066202408105
100% Corpus,9,4,0.9,0.30671291385237115
100% Corpus,9,4,1.0,0.31907266457930783
100% Corpus,9,6,0.0,0.31481281480287676
100% Corpus,9,6,0.1,0.3711539420087425
100% Corpus,9,6,0.2,0.37589083712496374
100% Corpus,9,6,0.3,0.36750685013721374
100% Corpus,9,6,0.4,0.3733770470381182
100% Corpus,9,6,0.5,0.3575883116904052
100% Corpus,9,6,0.6,0.38101993078405166
100% Corpus,9,6,0.7,0.28218485700149987
100% Corpus,9,6,0.8,0.30528066202408105
100% Corpus,9,6,0.9,0.30671291385237115
100% Corpus,9,6,1.0,0.31907266457930783
100% Corpus,9,8,0.0,0.3522312032837155
100% Corpus,9,8,0.1,0.3711539420087425
100% Corpus,9,8,0.2,0.37589083712496374
100% Corpus,9,8,0.3,0.36750685013721374
100% Corpus,9,8,0.4,0.3733770470381182
100% Corpus,9,8,0.5,0.3575883116904052
100% Corpus,9,8,0.6,0.3810199307840518
100% Corpus,9,8,0.7,0.28218485700149987
100% Corpus,9,8,0.8,0.30528066202408105
100% Corpus,9,8,0.9,0.30671291385237115
100% Corpus,9,8,1.0,0.31907266457930783
100% Corpus,9,10,0.0,0.35262886369094804
100% Corpus,9,10,0.1,0.3711539420087425
100% Corpus,9,10,0.2,0.37589083712496374
100% Corpus,9,10,0.3,0.36750685013721374
100% Corpus,9,10,0.4,0.3733770470381182
100% Corpus,9,10,0.5,0.3575883116904052
100% Corpus,9,10,0.6,0.3810199307840518
100% Corpus,9,10,0.7,0.28218485700149987
100% Corpus,9,10,0.8,0.30528066202408105
100% Corpus,9,10,0.9,0.30671291385237115
100% Corpus,9,10,1.0,0.31907266457930783
